query_name	pubchem_cid	first_synonym	smiles	inchi	inchikey	molecular_formula	molecular_weight	status	metabolite_name
methionine	6137.0	L-methionine	CSCCC(C(=O)O)N	InChI=1S/C5H11NO2S/c1-9-3-2-4(6)5(7)8/h4H,2-3,6H2,1H3,(H,7,8)/t4-/m0/s1	FFEARJCKVFRZRR-BYPYZUCNSA-N	C5H11NO2S	149.21	found	methionine
mannose	18950.0	D-Mannopyranose	C(C1C(C(C(C(O1)O)O)O)O)O	InChI=1S/C6H12O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-11H,1H2/t2-,3-,4+,5+,6?/m1/s1	WQZGKKKJIJFFOK-QTVWNMPRSA-N	C6H12O6	180.16	found	mannose_unlabeled
methionine	6137.0	L-methionine	CSCCC(C(=O)O)N	InChI=1S/C5H11NO2S/c1-9-3-2-4(6)5(7)8/h4H,2-3,6H2,1H3,(H,7,8)/t4-/m0/s1	FFEARJCKVFRZRR-BYPYZUCNSA-N	C5H11NO2S	149.21	found	methionine_unlabeled
ABMBA								not_found	ABMBA_unlabeled
4-methyl-2-oxovaleric_acid	70.0	4-methyl-2-oxopentanoic acid	CC(C)CC(=O)C(=O)O	InChI=1S/C6H10O3/c1-4(2)3-5(7)6(8)9/h4H,3H2,1-2H3,(H,8,9)	BKAJNAXTPSGJCU-UHFFFAOYSA-N	C6H10O3	130.14	found_with_underscore_fix	4-methyl-2-oxovaleric_acid
deoxycytidine	13711.0	2'-deoxycytidine	C1C(C(OC1N2C=CC(=NC2=O)N)CO)O	InChI=1S/C9H13N3O4/c10-7-1-2-12(9(15)11-7)8-3-5(14)6(4-13)16-8/h1-2,5-6,8,13-14H,3-4H2,(H2,10,11,15)/t5-,6+,8+/m0/s1	CKTSBUTUHBMZGZ-SHYZEUOFSA-N	C9H13N3O4	227.22	found	deoxycytidine
Acetyl-CoA	444493.0	ACETYL COENZYME A	CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O	InChI=1S/C23H38N7O17P3S/c1-12(31)51-7-6-25-14(32)4-5-26-21(35)18(34)23(2,3)9-44-50(41,42)47-49(39,40)43-8-13-17(46-48(36,37)38)16(33)22(45-13)30-11-29-15-19(24)27-10-28-20(15)30/h10-11,13,16-18,22,33-34H,4-9H2,1-3H3,(H,25,32)(H,26,35)(H,39,40)(H,41,42)(H2,24,27,28)(H2,36,37,38)/t13-,16-,17-,18+,22-/m1/s1	ZSLZBFCDCINBPY-ZSJPKINUSA-N	C23H38N7O17P3S	809.6	found	Acetyl-CoA
leucine	6106.0	L-leucine	CC(C)CC(C(=O)O)N	InChI=1S/C6H13NO2/c1-4(2)3-5(7)6(8)9/h4-5H,3,7H2,1-2H3,(H,8,9)/t5-/m0/s1	ROHFNLRQFUQHCH-YFKPBYRVSA-N	C6H13NO2	131.17	found	leucine_unlabeled
norleucine	21236.0	L-Norleucine	CCCCC(C(=O)O)N	InChI=1S/C6H13NO2/c1-2-3-4-5(7)6(8)9/h5H,2-4,7H2,1H3,(H,8,9)/t5-/m0/s1	LRQKBLKVPFOOQJ-YFKPBYRVSA-N	C6H13NO2	131.17	found	norleucine
leucine	6106.0	L-leucine	CC(C)CC(C(=O)O)N	InChI=1S/C6H13NO2/c1-4(2)3-5(7)6(8)9/h4-5H,3,7H2,1-2H3,(H,8,9)/t5-/m0/s1	ROHFNLRQFUQHCH-YFKPBYRVSA-N	C6H13NO2	131.17	found	leucine
2-hydroxybutyric_acid	11266.0	2-Hydroxybutyric acid	CCC(C(=O)O)O	InChI=1S/C4H8O3/c1-2-3(5)4(6)7/h3,5H,2H2,1H3,(H,6,7)	AFENDNXGAFYKQO-UHFFFAOYSA-N	C4H8O3	104.1	found_with_underscore_fix	2-hydroxybutyric_acid
alpha-hydroxyisobutyric_acid	11671.0	2-HYDROXYISOBUTYRIC ACID	CC(C)(C(=O)O)O	InChI=1S/C4H8O3/c1-4(2,7)3(5)6/h7H,1-2H3,(H,5,6)	BWLBGMIXKSTLSX-UHFFFAOYSA-N	C4H8O3	104.1	found_with_underscore_fix	alpha-hydroxyisobutyric_acid
Fructose-1_6-bisphosphate	445555.0	RefChem:82690	C(C1C(C(C(O1)COP(=O)(O)O)O)O)OP(=O)(O)O	InChI=1S/C6H14O11P2/c7-5-3(1-15-18(9,10)11)17-4(6(5)8)2-16-19(12,13)14/h3-8H,1-2H2,(H2,9,10,11)(H2,12,13,14)/t3-,4+,5-,6-/m1/s1	WSMBXSQDFPTODV-JGWLITMVSA-N	C6H14O11P2	324.12	found	Fructose-1_6-bisphosphate
dAMP	12599.0	653-63-4	C1C(C(OC1N2C=NC3=C(N=CN=C32)N)COP(=O)(O)O)O	InChI=1S/C10H14N5O6P/c11-9-8-10(13-3-12-9)15(4-14-8)7-1-5(16)6(21-7)2-20-22(17,18)19/h3-7,16H,1-2H2,(H2,11,12,13)(H2,17,18,19)/t5-,6+,7+/m0/s1	KHWCHTKSEGGWEX-RRKCRQDMSA-N	C10H14N5O6P	331.22	found	dAMP
dAMP	12599.0	653-63-4	C1C(C(OC1N2C=NC3=C(N=CN=C32)N)COP(=O)(O)O)O	InChI=1S/C10H14N5O6P/c11-9-8-10(13-3-12-9)15(4-14-8)7-1-5(16)6(21-7)2-20-22(17,18)19/h3-7,16H,1-2H2,(H2,11,12,13)(H2,17,18,19)/t5-,6+,7+/m0/s1	KHWCHTKSEGGWEX-RRKCRQDMSA-N	C10H14N5O6P	331.22	found	dAMP
5-methylcytosine	65040.0	5-Methylcytosine	CC1=C(NC(=O)N=C1)N	InChI=1S/C5H7N3O/c1-3-2-7-5(9)8-4(3)6/h2H,1H3,(H3,6,7,8,9)	LRSASMSXMSNRBT-UHFFFAOYSA-N	C5H7N3O	125.13	found	5-methylcytosine
n-benzoyl-alanine	709778.0	N-Benzoyl-L-alanine	CC(C(=O)O)NC(=O)C1=CC=CC=C1	InChI=1S/C10H11NO3/c1-7(10(13)14)11-9(12)8-5-3-2-4-6-8/h2-7H,1H3,(H,11,12)(H,13,14)/t7-/m0/s1	UAQVHNZEONHPQG-ZETCQYMHSA-N	C10H11NO3	193.2	found	n-benzoyl-alanine
N-acetyl-glucosamine	439174.0	GlcNAc	CC(=O)NC1C(C(C(OC1O)CO)O)O	InChI=1S/C8H15NO6/c1-3(11)9-5-7(13)6(12)4(2-10)15-8(5)14/h4-8,10,12-14H,2H2,1H3,(H,9,11)/t4-,5-,6-,7-,8?/m1/s1	OVRNDRQMDRJTHS-RTRLPJTCSA-N	C8H15NO6	221.21	found	N-acetyl-glucosamine
N-acetyl-mannosamine	439281.0	N-acetyl-D-mannosamine	CC(=O)NC1C(C(C(OC1O)CO)O)O	InChI=1S/C8H15NO6/c1-3(11)9-5-7(13)6(12)4(2-10)15-8(5)14/h4-8,10,12-14H,2H2,1H3,(H,9,11)/t4-,5+,6-,7-,8?/m1/s1	OVRNDRQMDRJTHS-ZTVVOAFPSA-N	C8H15NO6	221.21	found	N-acetyl-mannosamine
orotic_acid	967.0	Orotic acid	C1=C(NC(=O)NC1=O)C(=O)O	InChI=1S/C5H4N2O4/c8-3-1-2(4(9)10)6-5(11)7-3/h1H,(H,9,10)(H2,6,7,8,11)	PXQPEWDEAKTCGB-UHFFFAOYSA-N	C5H4N2O4	156.1	found_with_underscore_fix	orotic_acid
abmba								not_found	abmba_unlabeled
ABMBA								not_found	ABMBA_unlabeled
Acetolactate	79041.0	535-17-1	CC(C(=O)O)OC(=O)C	InChI=1S/C5H8O4/c1-3(5(7)8)9-4(2)6/h3H,1-2H3,(H,7,8)	WTLNOANVTIKPEE-UHFFFAOYSA-N	C5H8O4	132.11	found	Acetolactate
inosine	135398641.0	inosine	C1=NC2=C(C(=O)N1)N=CN2C3C(C(C(O3)CO)O)O	InChI=1S/C10H12N4O5/c15-1-4-6(16)7(17)10(19-4)14-3-13-5-8(14)11-2-12-9(5)18/h2-4,6-7,10,15-17H,1H2,(H,11,12,18)/t4-,6-,7-,10-/m1/s1	UGQMRVRMYYASKQ-KQYNXXCUSA-N	C10H12N4O5	268.23	found	inosine
sphinganine	91486.0	Sphinganine	CCCCCCCCCCCCCCCC(C(CO)N)O	InChI=1S/C18H39NO2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-18(21)17(19)16-20/h17-18,20-21H,2-16,19H2,1H3/t17-,18+/m0/s1	OTKJDMGTUTTYMP-ZWKOTPCHSA-N	C18H39NO2	301.5	found	sphinganine
abmba								not_found	abmba_unlabeled
Acetyl-CoA	444493.0	ACETYL COENZYME A	CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O	InChI=1S/C23H38N7O17P3S/c1-12(31)51-7-6-25-14(32)4-5-26-21(35)18(34)23(2,3)9-44-50(41,42)47-49(39,40)43-8-13-17(46-48(36,37)38)16(33)22(45-13)30-11-29-15-19(24)27-10-28-20(15)30/h10-11,13,16-18,22,33-34H,4-9H2,1-3H3,(H,25,32)(H,26,35)(H,39,40)(H,41,42)(H2,24,27,28)(H2,36,37,38)/t13-,16-,17-,18+,22-/m1/s1	ZSLZBFCDCINBPY-ZSJPKINUSA-N	C23H38N7O17P3S	809.6	found	Acetyl-CoA
AGMATINE	199.0	agmatine	C(CCN=C(N)N)CN	InChI=1S/C5H14N4/c6-3-1-2-4-9-5(7)8/h1-4,6H2,(H4,7,8,9)	QYPPJABKJHAVHS-UHFFFAOYSA-N	C5H14N4	130.19	found	AGMATINE
MFCD00209793 - 30.0 eV								not_found	MFCD00209793 - 30.0 eV
SPERMIDINE	1102.0	spermidine	C(CCNCCCN)CN	InChI=1S/C7H19N3/c8-4-1-2-6-10-7-3-5-9/h10H,1-9H2	ATHGHQPFGPMSJY-UHFFFAOYSA-N	C7H19N3	145.25	found	SPERMIDINE
ADENOSINE-MONOPHOSPHATE	6083.0	5'-adenylic acid	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)O)O)O)N	InChI=1S/C10H14N5O7P/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(17)6(16)4(22-10)1-21-23(18,19)20/h2-4,6-7,10,16-17H,1H2,(H2,11,12,13)(H2,18,19,20)/t4-,6-,7-,10-/m1/s1	UDMBCSSLTHHNCD-KQYNXXCUSA-N	C10H14N5O7P	347.22	found	ADENOSINE-MONOPHOSPHATE
L-methionine sulfoxide	158980.0	L-methionine sulfoxide	CS(=O)CCC(C(=O)O)N	InChI=1S/C5H11NO3S/c1-10(9)3-2-4(6)5(7)8/h4H,2-3,6H2,1H3,(H,7,8)/t4-,10?/m0/s1	QEFRNWWLZKMPFJ-YGVKFDHGSA-N	C5H11NO3S	165.21	found	L-methionine sulfoxide
Cycloleucine_2-Hydroxypropanal (known isomers: 0; isobaric peaks in run: 3)								not_found	Cycloleucine_2-Hydroxypropanal (known isomers: 0; isobaric peaks in run: 3)
Arginine_pyruvate (known isomers: 1; isobaric peaks in run: 0)								not_found	Arginine_pyruvate (known isomers: 1; isobaric peaks in run: 0)
D-Glycerol 1-phosphate	439162.0	sn-Glycerol 3-phosphate	C(C(COP(=O)(O)O)O)O	InChI=1S/C3H9O6P/c4-1-3(5)2-9-10(6,7)8/h3-5H,1-2H2,(H2,6,7,8)/t3-/m1/s1	AWUCVROLDVIAJX-GSVOUGTGSA-N	C3H9O6P	172.07	found	D-Glycerol 1-phosphate CollisionEnergy:102040
Val-Leu	6993118.0	Valylleucine	CC(C)CC(C(=O)O)NC(=O)C(C(C)C)N	InChI=1S/C11H22N2O3/c1-6(2)5-8(11(15)16)13-10(14)9(12)7(3)4/h6-9H,5,12H2,1-4H3,(H,13,14)(H,15,16)/t8-,9-/m0/s1	XCTHZFGSVQBHBW-IUCAKERBSA-N	C11H22N2O3	230.3	found	Spectral Match to Val-Leu from NIST14
HYPOXANTHINE	135398638.0	hypoxanthine	C1=NC2=C(N1)C(=O)NC=N2	InChI=1S/C5H4N4O/c10-5-3-4(7-1-6-3)8-2-9-5/h1-2H,(H2,6,7,8,9,10)	FDGQSTZJBFJUBT-UHFFFAOYSA-N	C5H4N4O	136.11	found	HYPOXANTHINE
 N-Dodecanoyl-N-methylglycine|N-Lauroylsarcosine|2-[dodecanoyl(methyl)amino]acetic acid								not_found	Massbank:LU068351 N-Dodecanoyl-N-methylglycine|N-Lauroylsarcosine|2-[dodecanoyl(methyl)amino]acetic acid
DL-3-Phenyllactic acid	3848.0	828-01-3	C1=CC=C(C=C1)CC(C(=O)O)O	InChI=1S/C9H10O3/c10-8(9(11)12)6-7-4-2-1-3-5-7/h1-5,8,10H,6H2,(H,11,12)	VOXXWSYKYCBWHO-UHFFFAOYSA-N	C9H10O3	166.17	found	DL-3-Phenyllactic acid CollisionEnergy:102040
adenosine 5'-monophosphate	6083.0	5'-adenylic acid	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)O)O)O)N	InChI=1S/C10H14N5O7P/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(17)6(16)4(22-10)1-21-23(18,19)20/h2-4,6-7,10,16-17H,1H2,(H2,11,12,13)(H2,18,19,20)/t4-,6-,7-,10-/m1/s1	UDMBCSSLTHHNCD-KQYNXXCUSA-N	C10H14N5O7P	347.22	found	adenosine 5'-monophosphate CollisionEnergy:102040
Dioctyl sulfosuccinate	11339.0	DOCUSATE	CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)O	InChI=1S/C20H38O7S/c1-5-9-11-16(7-3)14-26-19(21)13-18(28(23,24)25)20(22)27-15-17(8-4)12-10-6-2/h16-18H,5-15H2,1-4H3,(H,23,24,25)	HNSDLXPSAYFUHK-UHFFFAOYSA-N	C20H38O7S	422.6	found	Spectral Match to Dioctyl sulfosuccinate from NIST14
"""N,N-Dimethyldodecylamine N-oxide"""								not_found	"""N,N-Dimethyldodecylamine N-oxide"""
"""1,6-ANHYDRO-B-GLUCOSE"""								not_found	"""1,6-ANHYDRO-B-GLUCOSE"""
3-Deoxytetronic acid - 40.0 eV								not_found	3-Deoxytetronic acid - 40.0 eV
N_ACETYLGLUCOSAMINE	1738118.0	2-Acetamido-2-deoxy-D-glucose	CC(=O)NC(C=O)C(C(C(CO)O)O)O	InChI=1S/C8H15NO6/c1-4(12)9-5(2-10)7(14)8(15)6(13)3-11/h2,5-8,11,13-15H,3H2,1H3,(H,9,12)/t5-,6+,7+,8+/m0/s1	MBLBDJOUHNCFQT-LXGUWJNJSA-N	C8H15NO6	221.21	found_with_underscore_fix	N_ACETYLGLUCOSAMINE
83-88-5	493570.0	riboflavin	CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)CC(C(C(CO)O)O)O	InChI=1S/C17H20N4O6/c1-7-3-9-10(4-8(7)2)21(5-11(23)14(25)12(24)6-22)15-13(18-9)16(26)20-17(27)19-15/h3-4,11-12,14,22-25H,5-6H2,1-2H3,(H,20,26,27)/t11-,12+,14-/m0/s1	AUNGANRZJHBGPY-SCRDCRAPSA-N	C17H20N4O6	376.4	found	83-88-5 CollisionEnergy:205060
Alanine_Indole-3-carbaldehyde (known isomers: 0; isobaric peaks in run: 1)								not_found	Alanine_Indole-3-carbaldehyde (known isomers: 0; isobaric peaks in run: 1)
acetyl CoA	444493.0	ACETYL COENZYME A	CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O	InChI=1S/C23H38N7O17P3S/c1-12(31)51-7-6-25-14(32)4-5-26-21(35)18(34)23(2,3)9-44-50(41,42)47-49(39,40)43-8-13-17(46-48(36,37)38)16(33)22(45-13)30-11-29-15-19(24)27-10-28-20(15)30/h10-11,13,16-18,22,33-34H,4-9H2,1-3H3,(H,25,32)(H,26,35)(H,39,40)(H,41,42)(H2,24,27,28)(H2,36,37,38)/t13-,16-,17-,18+,22-/m1/s1	ZSLZBFCDCINBPY-ZSJPKINUSA-N	C23H38N7O17P3S	809.6	found	acetyl CoA
histidine (known structural isomers: 0; isobaric peaks in run: 0)								not_found	histidine (known structural isomers: 0; isobaric peaks in run: 0)
NCGC00169440-02!methyl 8-hydroxy-6-(hydroxymethyl)-9-oxoxanthene-1-carboxylate	23872092.0	SYDOWININ A	COC(=O)C1=C2C(=CC=C1)OC3=CC(=CC(=C3C2=O)O)CO	InChI=1S/C16H12O6/c1-21-16(20)9-3-2-4-11-13(9)15(19)14-10(18)5-8(7-17)6-12(14)22-11/h2-6,17-18H,7H2,1H3	UBYOEDLUKKPPPN-UHFFFAOYSA-N	C16H12O6	300.26	found	NCGC00169440-02!methyl 8-hydroxy-6-(hydroxymethyl)-9-oxoxanthene-1-carboxylate
3-(Oxolan-2-yl)pyrrolidine-2-carboxylic acid	121552366.0	3-(Oxolan-2-yl)pyrrolidine-2-carboxylic acid	C1CC(OC1)C2CCNC2C(=O)O	InChI=1S/C9H15NO3/c11-9(12)8-6(3-4-10-8)7-2-1-5-13-7/h6-8,10H,1-5H2,(H,11,12)	RUTFSUOGFWWRBL-UHFFFAOYSA-N	C9H15NO3	185.22	found	3-(Oxolan-2-yl)pyrrolidine-2-carboxylic acid
Cysteine_pyruvaldehyde (known isomers: 1; isobaric peaks in run: 0)								not_found	Cysteine_pyruvaldehyde (known isomers: 1; isobaric peaks in run: 0)
4-HYDROXYCYCLOHEXANECARBOXYLIC ACID	151138.0	4-Hydroxycyclohexanecarboxylic acid	C1CC(CCC1C(=O)O)O	InChI=1S/C7H12O3/c8-6-3-1-5(2-4-6)7(9)10/h5-6,8H,1-4H2,(H,9,10)	HCFRWBBJISAZNK-UHFFFAOYSA-N	C7H12O3	144.17	found	4-HYDROXYCYCLOHEXANECARBOXYLIC ACID
Methionine methyl ester	351663.0	methyl methionine	COC(=O)C(CCSC)N	InChI=1S/C6H13NO2S/c1-9-6(8)5(7)3-4-10-2/h5H,3-4,7H2,1-2H3	UIHPNZDZCOEZEN-UHFFFAOYSA-N	C6H13NO2S	163.24	found	Methionine methyl ester
 4-Hydroxy-1-(2-hydroxyethyl)-2,2,6,6-tetramethylpiperidine|1-Piperidineethanol, 4-hydroxy-2,2,6,6-tetramethyl-|1-(2-hydroxyethyl)-2,2,6,6-tetramethylpiperidin-4-ol								not_found	Massbank:AU252106 4-Hydroxy-1-(2-hydroxyethyl)-2,2,6,6-tetramethylpiperidine|1-Piperidineethanol, 4-hydroxy-2,2,6,6-tetramethyl-|1-(2-hydroxyethyl)-2,2,6,6-tetramethylpiperidin-4-ol
inosine	135398641.0	inosine	C1=NC2=C(C(=O)N1)N=CN2C3C(C(C(O3)CO)O)O	InChI=1S/C10H12N4O5/c15-1-4-6(16)7(17)10(19-4)14-3-13-5-8(14)11-2-12-9(5)18/h2-4,6-7,10,15-17H,1H2,(H,11,12,18)/t4-,6-,7-,10-/m1/s1	UGQMRVRMYYASKQ-KQYNXXCUSA-N	C10H12N4O5	268.23	found	inosine CollisionEnergy:205060
NORLEUCINE	21236.0	L-Norleucine	CCCCC(C(=O)O)N	InChI=1S/C6H13NO2/c1-2-3-4-5(7)6(8)9/h5H,2-4,7H2,1H3,(H,8,9)/t5-/m0/s1	LRQKBLKVPFOOQJ-YFKPBYRVSA-N	C6H13NO2	131.17	found	NORLEUCINE
5'-Deoxy-5'-(methylsulfinyl)adenosine	165114.0	3387-65-3	CS(=O)CC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O	InChI=1S/C11H15N5O4S/c1-21(19)2-5-7(17)8(18)11(20-5)16-4-15-6-9(12)13-3-14-10(6)16/h3-5,7-8,11,17-18H,2H2,1H3,(H2,12,13,14)/t5-,7-,8-,11-,21?/m1/s1	WXOJULRVRHWMGT-JLQSGANNSA-N	C11H15N5O4S	313.34	found	5'-Deoxy-5'-(methylsulfinyl)adenosine
2-methyl-3-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxypyran-4-one	5316639.0	Dianthoside	CC1=C(C(=O)C=CO1)OC2C(C(C(C(O2)CO)O)O)O	InChI=1S/C12H16O8/c1-5-11(6(14)2-3-18-5)20-12-10(17)9(16)8(15)7(4-13)19-12/h2-3,7-10,12-13,15-17H,4H2,1H3/t7-,8-,9+,10-,12+/m1/s1	YGSIRXHFAUFUEJ-GPTQDWHKSA-N	C12H16O8	288.25	found	2-methyl-3-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxypyran-4-one
biotin	171548.0	biotin	C1C2C(C(S1)CCCCC(=O)O)NC(=O)N2	InChI=1S/C10H16N2O3S/c13-8(14)4-2-1-3-7-9-6(5-16-7)11-10(15)12-9/h6-7,9H,1-5H2,(H,13,14)(H2,11,12,15)/t6-,7-,9-/m0/s1	YBJHBAHKTGYVGT-ZKWXMUAHSA-N	C10H16N2O3S	244.31	found	biotin CollisionEnergy:205060
Phenylalanine methyl ester	736234.0	2577-90-4	COC(=O)C(CC1=CC=CC=C1)N	InChI=1S/C10H13NO2/c1-13-10(12)9(11)7-8-5-3-2-4-6-8/h2-6,9H,7,11H2,1H3/t9-/m0/s1	VSDUZFOSJDMAFZ-VIFPVBQESA-N	C10H13NO2	179.22	found	Phenylalanine methyl ester
2-Amino-2-deoxymannose	123961.0	14307-02-9	C(C(C(C(C(C=O)N)O)O)O)O	InChI=1S/C6H13NO5/c7-3(1-8)5(11)6(12)4(10)2-9/h1,3-6,9-12H,2,7H2/t3-,4-,5-,6-/m1/s1	FZHXIRIBWMQPQF-KVTDHHQDSA-N	C6H13NO5	179.17	found	2-Amino-2-deoxymannose
 Niacinamide|Nicotinamide|pyridine-3-carboxamide								not_found	Massbank:LU025104 Niacinamide|Nicotinamide|pyridine-3-carboxamide
S-adenosylmethionine	34755.0	S-adenosylmethionine	C[S+](CCC(C(=O)[O-])N)CC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O	InChI=1S/C15H22N6O5S/c1-27(3-2-7(16)15(24)25)4-8-10(22)11(23)14(26-8)21-6-20-9-12(17)18-5-19-13(9)21/h5-8,10-11,14,22-23H,2-4,16H2,1H3,(H2-,17,18,19,24,25)/t7-,8+,10+,11+,14+,27?/m0/s1	MEFKEPWMEQBLKI-AIRLBKTGSA-N	C15H22N6O5S	398.4	found	S-adenosylmethionine CollisionEnergy:102040
ACETYL ARGININE - 40.0 eV								not_found	ACETYL ARGININE - 40.0 eV
Ile-Leu	7019083.0	Ile-Leu	CCC(C)C(C(=O)NC(CC(C)C)C(=O)O)N	InChI=1S/C12H24N2O3/c1-5-8(4)10(13)11(15)14-9(12(16)17)6-7(2)3/h7-10H,5-6,13H2,1-4H3,(H,14,15)(H,16,17)/t8-,9-,10-/m0/s1	JWBXCSQZLLIOCI-GUBZILKMSA-N	C12H24N2O3	244.33	found	Spectral Match to Ile-Leu from NIST14
pyridoxine	1054.0	pyridoxine	CC1=NC=C(C(=C1O)CO)CO	InChI=1S/C8H11NO3/c1-5-8(12)7(4-11)6(3-10)2-9-5/h2,10-12H,3-4H2,1H3	LXNHXLLTXMVWPM-UHFFFAOYSA-N	C8H11NO3	169.18	found	pyridoxine
Cycloleucine_2-Heptanone (known isomers: 0; isobaric peaks in run: 1)								not_found	Cycloleucine_2-Heptanone (known isomers: 0; isobaric peaks in run: 1)
Phenylethylamine (known structural isomers: 0; isobaric peaks in run: 0)								not_found	Phenylethylamine (known structural isomers: 0; isobaric peaks in run: 0)
Thr-Val-Leu	49864481.0	Thr-Val-Leu	CC(C)CC(C(=O)O)NC(=O)C(C(C)C)NC(=O)C(C(C)O)N	InChI=1S/C15H29N3O5/c1-7(2)6-10(15(22)23)17-14(21)12(8(3)4)18-13(20)11(16)9(5)19/h7-12,19H,6,16H2,1-5H3,(H,17,21)(H,18,20)(H,22,23)/t9-,10+,11+,12+/m1/s1	BKVICMPZWRNWOC-RHYQMDGZSA-N	C15H29N3O5	331.41	found	Spectral Match to Thr-Val-Leu from NIST14
Tributyl phosphate	31357.0	TRIBUTYL PHOSPHATE	CCCCOP(=O)(OCCCC)OCCCC	InChI=1S/C12H27O4P/c1-4-7-10-14-17(13,15-11-8-5-2)16-12-9-6-3/h4-12H2,1-3H3	STCOOQWBFONSKY-UHFFFAOYSA-N	C12H27O4P	266.31	found	Spectral Match to Tributyl phosphate from NIST14
Phosphoserine_Propanal (known isomers: 0; isobaric peaks in run: 0)								not_found	Phosphoserine_Propanal (known isomers: 0; isobaric peaks in run: 0)
L-kynurenine	161166.0	2922-83-0	C1=CC=C(C(=C1)C(=O)CC(C(=O)O)N)N	InChI=1S/C10H12N2O3/c11-7-4-2-1-3-6(7)9(13)5-8(12)10(14)15/h1-4,8H,5,11-12H2,(H,14,15)/t8-/m0/s1	YGPSJZOEDVAXAB-QMMMGPOBSA-N	C10H12N2O3	208.21	found	L-kynurenine CollisionEnergy:205060
SCHEMBL4585236	87695246.0	Compound NP-019426	CC(CC=CCC(C)C(=O)O)C(=O)O	InChI=1S/C10H16O4/c1-7(9(11)12)5-3-4-6-8(2)10(13)14/h3-4,7-8H,5-6H2,1-2H3,(H,11,12)(H,13,14)/b4-3+	FEOIBFDNHITXQU-ONEGZZNKSA-N	C10H16O4	200.23	found	SCHEMBL4585236
 3'-Dephosphocoenzyme A|dephospho CoA|[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl [hydroxy-[3-hydroxy-2,2-dimethyl-4-oxo-4-[[3-oxo-3-(2-sulfanylethylamino)propyl]amino]butoxy]p								not_found	ReSpect:PT201593 3'-Dephosphocoenzyme A|dephospho CoA|[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl [hydroxy-[3-hydroxy-2,2-dimethyl-4-oxo-4-[[3-oxo-3-(2-sulfanylethylamino)propyl]amino]butoxy]p
NAD+	5892.0	nadide	C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N	InChI=1S/C21H27N7O14P2/c22-17-12-19(25-7-24-17)28(8-26-12)21-16(32)14(30)11(41-21)6-39-44(36,37)42-43(34,35)38-5-10-13(29)15(31)20(40-10)27-3-1-2-9(4-27)18(23)33/h1-4,7-8,10-11,13-16,20-21,29-32H,5-6H2,(H5-,22,23,24,25,33,34,35,36,37)/t10-,11-,13-,14-,15-,16-,20-,21-/m1/s1	BAWFJGJZGIEFAR-NNYOXOHSSA-N	C21H27N7O14P2	663.4	found	NAD+ CollisionEnergy:102040
5-oxopentadecanoic acid	5150859.0	5-oxopentadecanoic Acid	CCCCCCCCCCC(=O)CCCC(=O)O	InChI=1S/C15H28O3/c1-2-3-4-5-6-7-8-9-11-14(16)12-10-13-15(17)18/h2-13H2,1H3,(H,17,18)	RNMOYYIVANEQIG-UHFFFAOYSA-N	C15H28O3	256.38	found	5-oxopentadecanoic acid CollisionEnergy:102040
N-Acetyl-L-valine	66789.0	N-Acetyl-L-valine	CC(C)C(C(=O)O)NC(=O)C	InChI=1S/C7H13NO3/c1-4(2)6(7(10)11)8-5(3)9/h4,6H,1-3H3,(H,8,9)(H,10,11)/t6-/m0/s1	IHYJTAOFMMMOPX-LURJTMIESA-N	C7H13NO3	159.18	found	N-Acetyl-L-valine
